predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	Abaza	Adyghe_West_Circassian	Aghul	Akhvakh_Northern	Albanian	Andi_Zilo	Arabic_Northern_Syrian	Arabic_South_Levantine_Nazareth	Arabic_Standard	Archi	Armenian_Eastern	Assyrian_Neo_Aramaic	Avar	Azerbaijani	Bafut	Bagvalal	Bambara	Bashkir	Basque	Belarusian	Bengali	Budugh	Bulgarian	Buriat	Catalan	Chechen	Chinese_Mandarin	Chirag	Chukchi	Chuvash	Croatian	Czech	Danish	Dargwa_Itsari	Dargwa_Kadar	Dargwa_Kaytag	Dargwa_Kubachi	Dargwa_Tsudakhar	Dargwa_Tsugni	Dutch	Enets_Forest	English	Erzya	Estonian	Evenki	Finnish	Finnish_Ingrian	French	Gascon	Gban	Georgian	German	Goo	Greek_Ancient	Greek_Modern	Guarani_Paraguayan	Guro	Hebrew_Modern	Hindi	Hungarian	Icelandic	Indonesian_Standard	Ingush	Irish	Italian	Japanese	Joola_Fonyi	Kalmyk	Karata	Kazakh	Khanty_Kazym	Khmer	Khoekhoe	Khwarshi	Komi_Permyak	Komi_Zyrian	Kpelle_Guinean	Kryz_Alik	Kryz_Ismayilli	Kryz_Proper	Kumyk	Kurdish_Sorani	Kurmanji_Northern_Kurdish	Lak_Quba	Latin	Latvian	Laz	Lezgian	Lezgian_Yargun	Lithuanian	Loma	Macedonian	Maltese	Mandinka	Maninka_Eastern	Mano	Mansi_Northern	Mari_Western	Mehweb	Mingrelian	Moksha	Nanai	Nivkh	Norwegian_Bokmal	Oromo_West_Central	Ossetic	Persian	Polish	Portuguese_Brazilian	Romani_Kalderash	Romanian	Russian	Rutul_Kina	Rutul_Mukhad	Rutul_Myukhrek	Rutul_Shin_Borch	Rutul_Shinaz	Saami_Skolt	Saami_South	Sagada	Serbian	Shughni	Slovak	Slovenian	Soninke	Spanish	Svan	Swedish	Tabasaran_Kandyk	Tagalog	Telugu	Tsakhur	Tswana	Turkish	Turoyo	Tuvinian	Twi	Udi	Udihe	Udmurt	Ukrainian	Ulcha	Uzbek	Wolof	Yakut	Yukaghir_Northern	Zazaki
73	match	X (match) Y	подходить	X (подходить) к Y-у (пояс к платью)	ABS_LOCne	ABS_DAT	ABS_DAT	NOM_LOC	NOM_meACC	NOM_SUPER	SBJ_b	SBJ_la	TR	NOM_DAT	NOM_DAT	SBJ_ka	NOM_LAT	NOM_DATLAT	SBJ_ni	NOM_DAT		NOM_DAT	ABS_DAT	NOM_daGEN	NOM_GENsange	NOM_LOC	SBJ_DAT(na)	NOM_DAT	SBJ_amb	ABS_INS	SBJ_he	ABS_SUPER	ABS_COM	TR	NOM_uzACC	NOM_kDAT	SBJ_til	ABS_SUPER.LAT	NOM_SUPER	NOM_SUPER	DAT_NOM	DAT_NOM	DAT_NOM	SBJ_bij		SBJ_with	NOM_DAT	NOM_COM	NOM_DAT	NOM_ILL	NOM_ALL	SBJ_avec	SBJ_NDIR.OBJ	SBJ_la	NOM_DAT	NOM_zuDAT	SBJ_ka	NOM_DAT	NOM_seACC		SBJ_zi	SBJ_le	DIR_ABL	NOM_ALL	NOM_vidACC	SBJ_dengan	NOM_INSTR	SBJ_le	SBJ_con	NOM_DAT	TR	NOM_DAT	NOM_DAT	NOM_DAT	NOM_DAT		SBJ_kha	ABS_SUPER	NOM_dyno	NOM_dore		NOM_DAT	NOM_SUPER	NOM_DAT	NOM_DAT	SBJ.INTR_le	SBJ.INTR_biOBLre	NOM_ADLAT	NOM_adACC		NOM_DAT	ABS_POESSgalaz	ERG_SUB/POSTgalaz	NOM_prieGEN		SBJ_na	SBJ_ma	SBJ_la	SBJ_ma		NOM_LAT	NOM_DAT	NOM_COM	ERG_DAT	NOM_DAT	NOM_DIR	SBJ_DAT/ADD	SBJ_til	NOM_ABSwaddzin	NOM_SUPER	NOM_beNOM	NOM_doGEN	SBJ_com	NOM_LOC	NOM_cu	NOM_kDAT	NOM_DAT	NOM_DAT	NOM_DAT	NOM_DAT	NOM_DAT	NOM_COM	NOM_ILL	ABS_SUPER	NOM_DAT	NOM.NO.CL_INS	NOM_kDAT	NOM_kDAT		SBJ_con	NOM_DAT	SBJ_till	ABS_POST.DIR	SBJNV_LOC	NOM_COM	NOM_DAT	SBJ_le	NOM_DAT	SBJ.SS_7al	NOM_DAT		ABS_DAT	NOM_DIR	NOM_DAT	NOM_doGEN	NOM_LAT	NOM_DAT	SBJ_ci	NOM_DAT	NOM_DAT	SBJ.INTR_ro.PREP
74	leave	X (leave) Y	покидать	X (покидать) Y(-а)	ABS_LOCte	ABS_LOC.ENCLOSURE	TR	TR	TR	NOM_SUPER.EL	TR	TR	TR	TR	TR	SBJ_men	TR	TR	TR		SBJ_la	NOM_ABL	TR	TR	TR	NOM_ABL	TR	NOM_ABL	TR	ABS_ABL	TR	TR	TR	NOM_ABL	TR	TR	TR	TR	NOM_EL	TR	NOM_INTERLAT	TR	TR	TR	TR	TR	TR	NOM_ELA	TR	NOM_ELA	TR	TR	TR	SBJ_la	TR	TR	SBJ_gi	TR	TR		SBJ_ZERO	TR	TR	TR	TR	TR	NOM_ABL	TR	TR	TR	TR	NOM_ABL	TR	NOM_ABL	TR	SBJ_pi	TR	TR	NOM_ELA	TR	SBJ_hu	NOM_INEL	NOM_INEL	TR	NOM_ABL	TR	SBJ.INTR_jiOBL	TR	TR	TR	NOM_ABL	TR	NOM_INEL	TR		TR	TR	TR	SBJ_la	SBJ_LOC	TR	TR	TR	TR	TR	NOM_ABL	TR	TR	TR	TR	TR	TR	TR	TR	TR	NOM_izGEN	NOM_IN.EL	TR	NOM_INEL	TR	TR	NOM_LOC	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	ABS_IN.ELAT	ACT_PATH	TR	TR	TR	NOM_ABL	SBJ.SS_m	TR	TR	ABS_ABL	TR	NOM_ELA	TR	NOM_INS	TR	TR	NOM_ABL	NOM_ABL	TR
75	cover	X (cover) Y	покрывать	X (покрывать) Y	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	SBJ_ka	TR	TR	TR	TR	TR	TR	TR	TR	TR	NOM_LOC	TR		TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	ERG(NON.CORE)_NOM	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	SBJ_la	TR	TR	SBJ_gi	TR	TR			TR	TR	TR	TR	TR		TR	TR	TR	TR	TR	TR	TR	TR		TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR		TR	TR	TR	TR	SBJ_la	TR	TR	TR	TR	TR	TR		TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	NOM_SUPER	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	ACT_LOC	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR
76	remember	X (remember) Y	помнить	X (помнить) Y-а	TR	TR		LOC_NOM	TR	AFF_NOM	TR	TR	TR	DAT_NOM	TR	TR	LOC_NOM	GEN_NOM	TR	CONTESS_NOM		TR	TR	TR	TR	LOC_NOM	TR	TR	TR	DAT_ABS	TR	SUPER_ABS	TR	TR	NOM_GEN	TR	TR	SUPER.LAT_ABS	TR	TR	DAT_NOM	DAT_NOM	DAT_NOM	TR	TR	TR	TR	NOM_PART	TR	TR	TR	SBJ_de	SBJ_de		DAT_NOM	NOM_anACC	zuu_ta	TR	TR	INACT_rehe	SBJ_ya	TR	DAT_DIR	NOM_SUB	NOM_eftirDAT	TR	DAT_NOM	TR	TR	TR	TR	TR	DAT_NOM	TR	TR	TR	TR	DAT_ABS	TR	TR		GEN_NOM	INESS_NOM	GEN_NOM	GEN_NOM	EXT_SBJ.INTR		DAT_NOM	TR	TR	DAT_NOM		GEN_NOM	TR	SBJ_su	SBJ_na	TR		SBJ_ko	TR	TR	TR	DAT_NOM	DAT_NOM	TR	TR	TR	TR	TR	TR	TR	TR	SBJ_de	TR	TR	NOM_oLOC	DAT_NOM	DAT_NOM	DAT_NOM	DAT_NOM	DAT_NOM	TR	TR	GEN2_ABS	NOM_GEN	TR	TR	NOM_GEN		TR	DAT_NOM	TR	DAT_ABS	TR	DAT_NOM	DAT_NOM	TR	TR	BARE_SBJ.SS	TR	TR	GEN_ABS	TR	TR	TR	TR	TR	TR	TR	TR	ra.PREP_SBJ.INTR
77	help	X (help) Y	помочь	X (помогать) Y-у	ABS_COM	ABS_COM.DAT	ERG_DAT	ERG_DAT	TR	ERG_DAT	TR	TR	TR	ERG_DAT	NOM_DAT	SBJ_ka	ERG_DAT	NOM_DATLAT	TR	TR	TR	NOM_DAT	ERG_DAT	NOM_DAT	TR	ERG_DAT	SBJ_DAT(na)	NOM_DAT	TR	ERG_DAT	TR	ERG_SUPER	TR	TR	NOM_DAT	NOM_DAT	TR	ERG_SUPER.LAT	ERG_DAT	ERG_DATLAT	ERG_DAT	ERG/LOC(LAT)_DAT	ERG_DAT	TR	TR	TR	NOM_DAT	NOM_PART	NOM_DAT	NOM_PART	NOM_ALL	TR	TR	SBJ_nen	NOM_DAT	NOM_DAT	TR	NOM_DAT	TR	ACT_pe	SBJ_va	SBJ_le	ERG_GEN	NOM_DAT	NOM_DAT	TR	TR	SBJ_le	TR	TR	TR	NOM_DAT	ERG_DAT	NOM_DAT	NOM_DAT	TR	TR	ERG_DAT	NOM_DAT	NOM_DAT	SBJ_bha	ERG_DAT	ERG_DAT	ERG_DAT	NOM_DAT			GEN_DAT	TR	NOM_DAT	ERG_DAT	ERG_DAT	ERG_DAT	NOM_DAT	SBJ_ba	SBJ_DAT(na)	TR	TR	TR	SBJ_mo	NOM_LAT	NOM_DAT	ERG_DAT	ERG_DAT	NOM_DAT	NOM_DAT	TR	TR	TR	NOM_DAT	NOM_beNOM	NOM_DAT	TR	TR	TR	NOM_DAT	ERG_DAT	ERG_DAT	ERG_DAT	ERG_DAT	ERG_DAT	TR	TR	ERG_DAT	NOM_DAT	NOM.CL_LAT	NOM_DAT	NOM_DAT	TR	TR	ERG_DAT	TR	ERG_DAT	ACT_LOC	NOM_DAT	ERG_DAT	TR	NOM_DAT	TR	NOM_DAT	TR	ERG_DAT	TR	NOM_DAT	NOM_DAT	TR	NOM_DAT	TR	NOM_DAT	NOM_DAT	SBJ.TR_de.PSTP
78	understand#language#	X (understand) Y	понимать#язык#	X (понимать) Y	LOCgwene_ABS	LOC.HEART.PRV.INSTR_ABS		DAT_NOM	TR	AFF_NOM	TR	TR	TR	DAT_NOM	TR	TR	LOC_NOM	TR	TR	DAT_NOM	TR	TR	TR	TR	TR	NOM_NOM(NO.AGR)	TR	TR	TR	DAT_ABS	TR	SUPER_ABS	TR	TR	TR	NOM_DAT	TR	TR	TR	TR	DAT_NOM	DAT_NOM	DAT_NOM	TR	TR	TR	TR	NOM_ELA	TR	NOM_PART	TR	TR	TR	TR	DAT_NOM	TR	TR	TR	TR	TR	TR	TR	DAT_DIR	NOM_ESS	TR	TR	TR	TR	TR	TOP_NOM	TR	TR	DAT_NOM	TR	TR		TR	DAT_ABS	TR	TR	TR	NOM_IN	NOM_NOM(NO.AGR)	NOM_NOM(NO.AGR)	TR	TR	TR	DAT_NOM	TR	TR	TR		NOM_GEN	TR	TR	TR	TR	TR	TR	TR		TR	CONT.LAT_NOM	DAT_NOM	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	NOM_SUB	NOM_APUD	NOM_APUD	DAT.AGR_NOM	NOM_APUD	TR	TR	DAT_ABS	TR	TR	NOM_DAT	TR	TR	TR	DAT_NOM	TR	ABS_GEN	TR	DAT_NOM	AFF_NOM	TR	TR	SBJ.SS_DO.LS	TR	TR	TR	TR	NOM_NOMsjamen	TR	TR	TR	TR	TR	TR	TR
79	hit#target#	X (hit) Y	попасть	X (попадать) в Y (молния в дом)	ABS_LOCkwe	ABS_DAT	ERG_DAT	NOM_LOC	NOM_neACC	NOM_SUPER	TR	TR	NOM_alaaGEN	NOM_DAT	NOM_DAT	SBJ_gu	NOM_LOC	TR	TR		SBJ_kan	NOM_DAT	ERG_IN	NOM_uACC	NOM_GENopar	NOM_LOCada	TR	NOM_DAT	SBJ_dins	ABS_LAT	TR	ABS_SUPER	TR	TR	NOM_uACC	NOM_doGEN	SBJ_i	ABS_SUPER.LAT	NOM_IN	NOM_INTER	NOM_INTERLAT	NOM_INTER(LAT)	NOM_INTER(LAT)	SBJ_in	NOM_DAT	TR	NOM_ILL	NOM_ILL	NOM_LOC	NOM_ILL	NOM_ILL	SBJ_sur	SBJ_sus	SBJ_la	NOM_DAT	TR		NOM_eisACC	TR	ACT_pe(loc)	SBJ_ji	SBJ_be	DIR_OBLpar	NOM_ILL	NOM_iACC	TR	NOM_DAT	TR	TR	NOM_DAT	TR	NOM_DAT	NOM_DAT	NOM_DAT	NOM_DAT	TR	TR	ABS_SUPER	NOM_ILL	NOM_ILL	SBJ_bha	NOM_IN	TR	ERG_INEL	NOM_DAT	SBJ.TR_le	SBJ.TR_liOBL	NOM_SUPLAT	TR	NOM_LOC	NOM_DAT	ABS_POESS	NOM_SUP	NOM_iACC	SBJ_su	SBJ_vo	TR	SBJ_kang	SBJ_do(POST)	SBJ_mo	NOM_LAT	NOM_ILL	NOM_CONT.LAT	ERG_DAT	NOM_ILL/DAT	TR	SBJ_DAT/ADD	TR	TR	NOM_SUPER	NOM_beNOM	NOM_wACC	TR	NOM_ande	TR	NOM_vACC	NOM_INTER	TR	NOM_CONT	TR	NOM_CONT	NOM_ILL	TR	ABS_POSS	NOM_uACC	TR	NOM_doGEN	NOM_vACC	SBJ_yi	SBJ_en	NOM_DAT	SBJ_i	ABS_CONT	ACT_LOC	NOM_OBLpai	NOM_SUPEREL	SBJ_mo	NOM_DAT	TR	NOM_DAT	TR	TR	NOM_DAT	NOM_ILL	NOM_vACC	TR	NOM_DAT	SBJ_ci	NOM_DAT	NOM_LOC	SBJ.TR_ro.PSTP
80	cut_oneself	X (cut oneself) with Y	порезаться	X (резаться) Y-ом		ERG_INSTR.CASE	ERG_SUPER.LAT	LOC_ERG	NOM_meACC	ERG_INST	SBJ_b	SBJ_bi	NOM_biGEN		NOM_INS	SBJ_bi		NOM_ile	SBJ_ni			NOM_menan	ABS_COM	NOM_INS	NOM_diye	NOM_COM	SBJ_s	NOM_INSTR	SBJ_amb		SBJ_yong	ABS_ERG	ABS_INS	NOM_INS	NOM_INS	NOM_INS	SBJ_med		ERG_AD	NOM_ERG	GEN_COM		ERG_ERG	SBJ_met	NOM_DAT	SBJ_with	NOM_INE	NOM_PART	NOM_INSTR	NOM_ADE	NOM_AD	SBJ_avec	SBJ_dab	SBJ_ye	ERG_INS	NOM_mitDAT	SBJ_ka		NOM_meACC		SBJ_ya	SBJ_im	ERG_ABL	NOM_INS	NOM_medDAT	SBJ_BARE	NOM_INSTR	SBJ_le	SBJ_con	NOM_INSTR	SBJ_di	NOM_INSTR		NOM_INS	NOM_LOC		SBJ_kha	GEN1_ERG	NOM_INS	NOM_INS	SBJ_a	NOM_INS	NOM_ERG	AD_ERG	NOM_NOMbulan	SBJ.TR_be	SBJ.TR_biOBL	GEN_POST		NOM_arACC	ERG_INS	ABS_ERG		NOM_INS	SBJ_ga	SBJ_so	SBJ_b	SBJ_la	SBJ_la	SBJ_ka		NOM_dono		ERG_INS	NOM_IN/marxta	NOM_INS	SBJ_INS	SBJ_med	NOM_INS	NOM_ABL	NOM_baNOM	NOM_INS	SBJ_com	NOM_INS	NOM_cu	NOM_INS	NOM_ERG	ERG_ERG	ERG_ERG	ERG_COM		NOM_COM	NOM_COM	ERG_POSS	NOM_INS	NOM.CL_INS	NOM_INS	NOM_zINS	SBJ_ti.yi	SBJ_con	ERG_INS	SBJ_med	ABS_APUD.DIR	ACT_gamit	NOM_COM		SBJ_ka	NOM_COM	SBJ_b	NOM_COM		ERG_ERG(NON.CORE)	NOM_INS	NOM_INS	NOM_INS	NOM_INS	NOM_bilan	SBJ_ak	NOM_INS	NOM_INS	SBJ.TR_pe.PREP
81	get_stuck	X (get stuck) to Y	прилипать	X (прилипать) к Y-у	ABS_LOCkede	ABS_LOC.TOP	ABS_SUBCONT	NOM_LOC	NOM_neACC	NOM_SUPER	SBJ_b	SBJ_bi	NOM_biGEN	NOM_DAT	NOM_DAT	SBJ_al	NOM_LOC	NOM_DATLAT	SBJ_a.atu	NOM_COM	SBJ_la	NOM_DAT	ABS_DAT	NOM_daGEN	NOM_LOC/INS	NOM_LOC	SBJ_za	NOM_DAT	SBJ_a	ABS_DAT	SBJ_zai	ABS_INTER	ABS_LOC	NOM_comOBJ	NOM_zaACC	NOM_kDAT	SBJ_til	ABS_SUPER.LAT	NOM_SUPER	NOM_SUPER	NOM_SUPERLAT	NOM_INTER(LAT)	NOM_INTER(LAT)	SBJ_aan	NOM_DAT	SBJ_to	NOM_DAT	NOM_GENkulge	NOM_ALL	NOM_ILL	NOM_ILL	SBJ_a(LOC)	SBJ_a	SBJ_la	NOM_DAT	NOM_anDAT	SBJ_ta	NOM_prosDAT	NOM_seACC		SBJ_ta	SBJ_le	DIR_OBLpar	NOM_ALL	NOM_vidACC	SBJ_di	NOM_LAT	SBJ_do(PREP)	SBJ_NDIR.OBJ	NOM_DAT	SBJ_di	NOM_DAT	NOM_DAT	NOM_DAT	NOM_DAT	SBJ_nung	SBJ_ai	ABS_CONT.LAT	NOM_berdo	NOM_ILL	SBJ_bha	NOM_GEN7adig	NOM_SUPER	NOM_INESS	NOM_DAT	SBJ.INTR_be.we	SBJ.INTR_biOBLve	NOM_SUPLAT	NOM_DAT	NOM_pieGEN	NOM_DAT	ABS_SRESS	NOM_SUP	NOM_prieGEN	SBJ_ba	SBJ_na	SBJ_ma	SBJ_bala	SBJ_la	SBJ_mo	NOM_LAT	NOM_LAT	NOM_CONT.LAT	ERG_DAT	NOM_ILL/DAT	NOM_DIR	SBJ_DAT/ADD	SBJ_til	NOM_LOC	NOM_SUPER	NOM_beNOM	NOM_doGEN	SBJ_em	NOM_pe	NOM_de	NOM_kDAT	NOM_INTER	NOM_CONT	NOM_CONT	NOM_CONT	NOM_CONT	NOM_GENool	NOM_ILL	ABS_POSS	NOM_zaACC	NOM.NO.CL_SUP	NOM_naACC	NOM_naACC	SBJ_yi	SBJ_a	NOM_DAT	SBJ_i	ABS_CONT	ACT_LOC	NOM_DAT	NOM_CONT	TR	NOM_DAT	SBJ.SS_b	NOM_ALL1	SBJ_so	ABS_DAT	NOM_LOC	NOM_NOMbordi	NOM_doGEN	NOM_ban	NOM_DAT	SBJ_ci	NOM_DAT	NOM_LOC	SBJ.INTR_ra.PSTP
82	lose#game#	X (lose) to Y	проиграть	X (проиграть) Y-у		LOC.TOP_ABS	ABS_SUPER.ELAT	NOM_EL	NON_tekNOM	NOM_SUPER.LAT	SBJ_men	SBJ_la	NOM_maaGEN	NOM_COMP	NOM_DAT	SBJ_ka	NOM_SUBEL	NOM_DATLAT	SBJ_mbo	NOM_CONTESS		NOM_ABL	ERG_DAT	NOM_DAT	NOM_GENkache	NOM_DAT	SBJ_ot	NOM_DAT	SBJ_contra		SBJ_gei	ABS_SUPER	TR	TR	NOM_odGEN	NOM_sINS	SBJ_til	ABS_SUPER.EL	NOM_DAT	NOM_ANTEL	NOM_ERG(NON.CORE)	NOM_SUPER.ABL2	NOM_SUB.ESS	SBJ_van	NOM_DAT	SBJ_to		NOM_ALL	NOM_DAT	NOM_ALL		SBJ_contre			ERG_DAT.SOC	NOM_gegenACC	SBJ_bha	NOM_DAT	NOM_apoACC			SBJ_le	DIR_ABL	NOM_szembenINS	NOM_fyrirDAT	SBJ_dari		SBJ_le	SBJ_con	NOM_DAT		NOM_DAT	NOM_CONT	NOM_DAT	NOM_LOC	TR	SBJ_!oagu	ABS_CONT	NOM_DAT	NOM_DAT		NOM_DAT			NOM_DAT	SBJ.TR_be	SBJ.INTR_li.hemberiOBL	NOM_COMP	NOM_ABL	NOM_DAT	NOM_DAT	ABS_DAT	NOM_DAT	NOM_DAT		SBJ_od	SBJ_kontra				NOM_LAT	NOM_DAT	NOM_SUPER.ESS	ERG_SOC		NOM_DAT		SBJ_mot	NOM_INS	NOM_DAT	NOM_beNOM	NOM_zINS	SBJ_para	NOM_DAT	NOM_in.fata	NOM_DAT	NOM_SUP.EL		NOM_DAT	NOM_DAT	NOM_EL	NOM_ILL	NOM_GENvuestie	ABS_ERG	NOM_odGEN	NOM.CL_EL	NOM_sINS	NOM_zINS			NOM_DAT	SBJ_mot	ABS_DAT	ACT_LOC	NOM_COM	NOM_SUPEREL		NOM_DAT	SBJ.SS_7am	NOM_DAT	TR	ERG_DAT		NOM_DAT	NOM_DAT		NOM_DAT	SBJ_ak	NOM_DAT	NOM_ABL	SBJ.TR_vera.PSTP.de.PSTP
83	be_glad	X (be glad) about Y	радоваться	X (радоваться) Y-у	ABS_IO	ABS_LOC.BEHIND	ABS_DAT	NOM_gulo	NOM_DAT	NOM_CONT.EL	SBJ_3ala	SBJ_ala	NOM_biGEN	NOM_SUP.EL	DAT~NOM_NOM	SBJ_bi	NOM_EL	NOM_DATLAT	SBJ_mbi7i	NOM_SUPEL	DO_SBJ	NOM_DAT		NOM_DAT		NOM_LOC	SBJ_DAT(na)	NOM_DAT	SBJ_per			ABS_SUPER	ABS_ALL	NOM_CSL	NOM_DAT	NOM_nadINS	SBJ_for	ABS_SUPER.LAT	NOM_SUPER	NOM_SUPER	NOM_ERG(NON.CORE)	NOM_DAT	NOM_ERG	SBJ_met	NOM_DAT	SBJ_about	NOM_DAT	NOM_GENule		NOM_ELA	NOM_EL	SBJ_de	SBJ_en.causa.de		DAT_NOM	NOM_uberDAT	lan_wun	NOM_DAT	NOM_apoACC			SBJ_legabej	DIR_OBLke.bare.me	NOM_DAT	NOM_medACC	SBJ_dengan		SBJ_le	SBJ_per	NOM_DAT	SBJ_mati	NOM_DAT	NOM_DAT	NOM_DAT	NOM_DAT	SBJ_nung	SBJ_!aroma	ABS_SUPER.TRANS	NOM_ponda	NOM_DAT		NOM_DAT	NOM_DAT	NOM_INLAT	NOM_DAT	SBJ.INTR_be	SBJ.INTR_biOBL	NOM_SUPEL	TR	NOM_parACC	ERG_ABL	ABS_DAT	NOM_SUP	NOM_INS		SBJ_za	SBJ_b	SBJ_la	SBJ_la			NOM_DAT	DAT_GEN	DAT_ERG	NOM_ILL/DAT	NOM_DIR	SBJ_DAT/ADD	SBJ_for	NOM_LOC	NOM_SUPER	NOM_azNOM	NOM_zGEN	SBJ_com	NOM_ABL	NOM_gratie	NOM_DAT	NOM_DAT	NOM_SUPER	NOM_DAT	NOM_SUPEREL	NOM_SUPER	NOM_GENdiott	NOM_GENavteste	ABS_SUPER	NOM_DAT	NOM.NO.CL_EQ	NOM_zGEN	NOM_GEN	SBJ_yi	SBJ_de	DAT_NOM	SBJ_over	ABS_DAT	ACT_CAUSE	NOM_OBLvalla		TR	NOM_DAT	SBJ.SS_l	NOM_DAT				NOM_DAT	NOM_DAT		NOM_DAT	SBJ_ci	NOM_DAT	NOM_DAT	SBJ.INTR_pe.PREP
84	speak	X (speak) with Y	разговаривать	X (разговаривать) с Y-ом	ABS_IO	ABS_COM	ABS_COM	NOM_COM	NOM_meACC	NOM_COM	TR	SBJ_ma	NOM_maaGEN	NOM_COM	NOM_DAThet	SBJ_men	NOM_gun	NOM_ile	SBJ_ni		SBJ_fe	NOM_menan	ERG_COM	NOM_zINS	NOM_GENsange	NOM_COM	SBJ_s	NOM_COM	SBJ_amb	ERG_INS	SBJ_he	ABS_COM	ABS_COM	NOM_INS	NOM_sINS	NOM_sINS	SBJ_med	ABS_COM	NOM_AD	NOM_INTEREL	NOM_COM	NOM_COM	NOM_COM	SBJ_met	NOM_LOC	SBJ_with	NOM_marto	NOM_COM	NOM_COM	NOM_GENkanssa	NOM_GENkans	SBJ_NDIR.OBJ	SBJ_NDIR.OBJ	SBJ_nen	NOM_DAT	NOM_mitDAT	SBJ_lan	NOM_DAT	NOM_meACC	ACT_ndive	SBJ_ya	SBJ_im	ERG_ABL	NOM_INS	NOM_vidACC	SBJ_dengan	ERG_INSTR	SBJ_le	SBJ_con	NOM_CONTR	SBJ_di	NOM_ASSOC	NOM_COM	NOM_INS	NOM_NOMpila	SBJ_ciemuey	SBJ_kha	ABS_COM	NOM_COM	NOM_COM		NOM_INS	NOM_INESS.INS	NOM_GENqan	NOM_NOMbulan	SBJ.TR_legel	SBJ.INTR_biOBLre	GEN_COM	NOM_cumABL	NOM_arACC	ERG_SOC	ABS_POESSgalaz	NOM_SUB/POSTgalaz	NOM_suINS	SBJ_ta	SBJ_so	TR	SBJ_ye	TR	SBJ_lee	NOM_NOMjot	NOM_dono	NOM_COM	ERG_DAT	NOM_marxta	NOM_INS	SBJ_COM	SBJ_med	NOM_ABSwaddzin	NOM_COM	NOM_baNOM	NOM_zINS	SBJ_com	NOM_INS	NOM_cu	NOM_sINS	NOM_COM	NOM_COM	NOM_COM	NOM_COM	NOM_COM	NOM_COM	NOM_COM	ABS_POSS.LAT	NOM_sINS	NOM.CL_INS	NOM_sINS	NOM_zINS	SBJ_da	SBJ_con	NOM_DAT	SBJ_med	ERG_POST.DIR	ACT_LOC	NOM_COM	NOM_COM	SBJ_le	NOM_COM	SBJ.SS_7am	NOM_COM		ERG_ABL	NOM_DIR	NOM_INS	NOM_zINS	NOM_INS	NOM_bilan	SBJ_ak	NOM_COM	NOM_COM	SBJ.TR_de.PSTP
85	give_birth	X (give birth) to Y	рожать	X (рожать) Y-а	TR	BEN_ABS	DAT_ABS	TR	TR	TR	TR	TR	TR	DAT_NOM	TR	TR	TR	TR	TR	TR	SBJ_la	GEN_NOM	ABS_INS	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	GEN_NOM	TR	GEN_NOM	TR	TOP_NOM	SBJ_to	TR	TR	TR	TR	TR	TR	SBJ_de	SBJ_ye	TR	TR	TR	TR	TR		TR	TR	ERG_DAT	TR	TR	TR	TR	do(PREP)_SBJ	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	EXT_SBJ.INTR	TR	TR	TR	TR	DAT_NOM	TR	DAT_NOM	TR	TR	TR	TR	SBJ_la	TR	SBJ_ka	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	DAT_NOM	TR	DAT_NOM	TR	DAT_NOM	TR	TR	DAT_ABS	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	DAT_NOM	TR	TR	TR	OBJAGR_BARE	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	TR	
